idx,x,y,z,u,v,label
373,1.1135750096413424,-0.3669064748201438,0.56,0.8711916698804475,0.989208633093525,
374,1.0962205939066725,-0.36870503597122295,0.56,0.8654068646355575,0.9916067146282972,
375,1.0788661781720021,-0.3705035971223021,0.56,0.8596220593906674,0.9940047961630694,
376,1.0615117624373318,-0.3723021582733811,0.56,0.8538372541457773,0.9964028776978414,
377,1.0453143077516396,-0.3727517985611508,0.56,0.8484381025838799,0.9970023980815345,
378,1.0291168530659474,-0.37320143884892065,0.56,0.8430389510219825,0.9976019184652276,
379,1.0129193983802547,-0.3736510791366905,0.56,0.8376397994600849,0.9982014388489207,
380,0.9967219436945625,-0.3741007194244603,0.56,0.8322406478981874,0.9988009592326138,
381,0.9805244890088698,-0.37455035971223016,0.56,0.82684149633629,0.999400479616307,
382,0.964327034323178,-0.375,0.56,0.8214423447743926,1.0,
383,0.9497493251060547,-0.3742805755395684,0.56,0.816583108368685,0.9990407673860912,
384,0.9351716158889318,-0.3735611510791367,0.56,0.8117238719629772,0.9980815347721822,
385,0.920593906671809,-0.37284172661870496,0.56,0.8068646355572696,0.9971223021582732,
386,0.9060161974546856,-0.37212230215827335,0.56,0.8020053991515619,0.9961630695443644,
387,0.8914384882375628,-0.3714028776978415,0.56,0.7971461627458543,0.9952038369304554,
388,0.8755302738141149,-0.3696043165467624,0.56,0.791843424604705,0.9928057553956832,
389,0.8596220593906674,-0.3678057553956833,0.56,0.7865406864635558,0.9904076738609111,
390,0.8437138449672195,-0.36600719424460415,0.56,0.7812379483224065,0.9880095923261389,
391,0.8278056305437715,-0.364208633093525,0.56,0.7759352101812572,0.9856115107913667,
392,0.8116081758580793,-0.36115107913669053,0.56,0.7705360586193598,0.981534772182254,
393,0.7954107211723875,-0.35809352517985604,0.56,0.7651369070574625,0.9774580335731413,
394,0.7792132664866953,-0.35503597122302144,0.56,0.7597377554955651,0.9733812949640286,
395,0.7630158118010031,-0.35197841726618695,0.56,0.7543386039336677,0.969304556354916,
396,0.7468183571153109,-0.34892086330935246,0.56,0.7489394523717703,0.9652278177458032,
397,0.7313150790590055,-0.34442446043165464,0.56,0.7437716930196685,0.9592326139088728,
398,0.7158118010026997,-0.3399280575539567,0.56,0.7386039336675666,0.9532374100719423,
399,0.7003085229463943,-0.3354316546762589,0.56,0.7334361743154648,0.9472422062350119,
400,0.6848052448900885,-0.330935251798561,0.56,0.7282684149633629,0.9412470023980813,
401,0.6693019668337836,-0.32643884892086317,0.56,0.7231006556112611,0.9352517985611509,
402,0.6556498264558428,-0.32068345323741,0.56,0.7185499421519476,0.92757793764988,
403,0.6419976860779024,-0.3149280575539566,0.56,0.7139992286926341,0.9199040767386089,
404,0.6283455456999616,-0.3091726618705034,0.56,0.7094485152333205,0.9122302158273379,
405,0.6146934053220212,-0.3034172661870502,0.56,0.7048978017740071,0.904556354916067,
406,0.6010412649440804,-0.29766187050359705,0.56,0.7003470883146935,0.896882494004796,
407,0.5883146934053225,-0.2887975334018499,0.56,0.6961048978017742,0.8850633778691331,
408,0.5755881218665642,-0.2799331963001026,0.56,0.6918627072888547,0.8732442617334701,
409,0.5628615503278058,-0.27106885919835544,0.56,0.6876205167759353,0.8614251455978073,
410,0.5501349787890479,-0.2622045220966083,0.56,0.683378326263016,0.8496060294621444,
411,0.5374084072502896,-0.2533401849948611,0.56,0.6791361357500965,0.8377869133264815,
412,0.5246818357115313,-0.24447584789311394,0.56,0.6748939452371772,0.8259677971908186,
413,0.5119552641727734,-0.23561151079136677,0.56,0.6706517547242578,0.8141486810551557,
414,0.5033937524103362,-0.22194244604316538,0.56,0.6677979174701121,0.7959232613908871,
415,0.49483224064789866,-0.20827338129496398,0.56,0.6649440802159662,0.7776978417266186,
416,0.4862707288854611,-0.19460431654676247,0.56,0.6620902429618204,0.75947242206235,
417,0.47770921712302394,-0.18093525179856118,0.56,0.6592364057076746,0.7412470023980815,
